Tileset,MetatileID,HexID,BehaviorID,BehaviorName,Terrain,Flags,RawHex
secondary/elite_four,278,0x0116,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,279,0x0117,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,280,0x0118,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,281,0x0119,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,282,0x011A,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,283,0x011B,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,284,0x011C,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,285,0x011D,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,286,0x011E,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,287,0x011F,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,288,0x0120,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,289,0x0121,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,290,0x0122,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,291,0x0123,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,292,0x0124,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,293,0x0125,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,294,0x0126,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,295,0x0127,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,296,0x0128,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,297,0x0129,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,298,0x012A,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,299,0x012B,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,300,0x012C,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,301,0x012D,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,302,0x012E,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,303,0x012F,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,304,0x0130,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,305,0x0131,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,306,0x0132,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,307,0x0133,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,308,0x0134,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,309,0x0135,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,310,0x0136,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,311,0x0137,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,312,0x0138,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,313,0x0139,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,314,0x013A,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,315,0x013B,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,316,0x013C,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,317,0x013D,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,318,0x013E,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,319,0x013F,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,320,0x0140,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,321,0x0141,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,322,0x0142,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,323,0x0143,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,324,0x0144,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,325,0x0145,96,MB_NON_ANIMATED_DOOR,16,0,0x1060
secondary/elite_four,326,0x0146,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,327,0x0147,96,MB_NON_ANIMATED_DOOR,16,0,0x1060
secondary/elite_four,328,0x0148,0,MB_NORMAL,0,0,0x0000
secondary/elite_four,329,0x0149,0,MB_NORMAL,0,0,0x0000
secondary/elite_four,330,0x014A,0,MB_NORMAL,16,0,0x1000
secondary/elite_four,331,0x014B,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,0,0x0000,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,1,0x0001,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,2,0x0002,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,3,0x0003,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,4,0x0004,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,5,0x0005,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,6,0x0006,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,7,0x0007,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,8,0x0008,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,9,0x0009,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,10,0x000A,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,11,0x000B,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,12,0x000C,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,13,0x000D,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,14,0x000E,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,15,0x000F,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,16,0x0010,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,17,0x0011,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,18,0x0012,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,19,0x0013,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,20,0x0014,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,21,0x0015,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,22,0x0016,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,23,0x0017,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,24,0x0018,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,25,0x0019,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,26,0x001A,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,27,0x001B,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,28,0x001C,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,29,0x001D,105,MB_ANIMATED_DOOR,16,0,0x1069
secondary/ever_grande,30,0x001E,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,31,0x001F,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,32,0x0020,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,33,0x0021,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,34,0x0022,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,35,0x0023,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,36,0x0024,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,37,0x0025,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,38,0x0026,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,39,0x0027,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,40,0x0028,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,41,0x0029,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,42,0x002A,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,43,0x002B,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,44,0x002C,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,45,0x002D,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,46,0x002E,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,47,0x002F,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,48,0x0030,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,49,0x0031,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,50,0x0032,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,51,0x0033,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,52,0x0034,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,53,0x0035,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,54,0x0036,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,55,0x0037,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,56,0x0038,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,57,0x0039,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,58,0x003A,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,59,0x003B,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,60,0x003C,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,61,0x003D,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,62,0x003E,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,63,0x003F,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,64,0x0040,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,65,0x0041,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,66,0x0042,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,67,0x0043,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,68,0x0044,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,69,0x0045,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,70,0x0046,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,71,0x0047,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,72,0x0048,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,73,0x0049,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,74,0x004A,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,75,0x004B,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,76,0x004C,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,77,0x004D,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,78,0x004E,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,79,0x004F,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,80,0x0050,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,81,0x0051,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,82,0x0052,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,83,0x0053,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,84,0x0054,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,85,0x0055,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,86,0x0056,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,87,0x0057,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,88,0x0058,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,89,0x0059,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,90,0x005A,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,91,0x005B,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,92,0x005C,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,93,0x005D,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,94,0x005E,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,95,0x005F,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,96,0x0060,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,97,0x0061,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,98,0x0062,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,99,0x0063,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,100,0x0064,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,101,0x0065,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,102,0x0066,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,103,0x0067,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,104,0x0068,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,105,0x0069,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,106,0x006A,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,107,0x006B,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,108,0x006C,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,109,0x006D,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,110,0x006E,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,111,0x006F,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,112,0x0070,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,113,0x0071,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,114,0x0072,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,115,0x0073,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,116,0x0074,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,117,0x0075,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,118,0x0076,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,119,0x0077,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,120,0x0078,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,121,0x0079,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,122,0x007A,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,123,0x007B,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,124,0x007C,7,MB_SHORT_GRASS,0,0,0x0007
secondary/ever_grande,125,0x007D,7,MB_SHORT_GRASS,0,0,0x0007
secondary/ever_grande,126,0x007E,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,127,0x007F,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,128,0x0080,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,129,0x0081,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,130,0x0082,0,MB_NORMAL,16,0,0x1000
secondary/ever_grande,131,0x0083,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,132,0x0084,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,133,0x0085,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,134,0x0086,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,135,0x0087,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,136,0x0088,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,137,0x0089,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,138,0x008A,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,139,0x008B,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,140,0x008C,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,141,0x008D,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,142,0x008E,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,143,0x008F,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,144,0x0090,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,145,0x0091,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,146,0x0092,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,147,0x0093,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,148,0x0094,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,149,0x0095,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,150,0x0096,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,151,0x0097,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,152,0x0098,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,153,0x0099,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,154,0x009A,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,155,0x009B,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,156,0x009C,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,157,0x009D,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,158,0x009E,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,159,0x009F,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,160,0x00A0,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,161,0x00A1,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,162,0x00A2,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,163,0x00A3,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,164,0x00A4,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,165,0x00A5,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,166,0x00A6,0,MB_NORMAL,0,0,0x0000
secondary/ever_grande,167,0x00A7,0,MB_NORMAL,0,0,0x0000
secondary/facility,0,0x0000,0,MB_NORMAL,0,0,0x0000
secondary/facility,1,0x0001,0,MB_NORMAL,0,0,0x0000
secondary/facility,2,0x0002,0,MB_NORMAL,0,0,0x0000
secondary/facility,3,0x0003,0,MB_NORMAL,0,0,0x0000
secondary/facility,4,0x0004,0,MB_NORMAL,0,0,0x0000
secondary/facility,5,0x0005,228,MB_TRASH_CAN,16,0,0x10E4
secondary/facility,6,0x0006,101,MB_SOUTH_ARROW_WARP,0,0,0x0065
secondary/facility,7,0x0007,101,MB_SOUTH_ARROW_WARP,0,0,0x0065
secondary/facility,8,0x0008,0,MB_NORMAL,0,0,0x0000
secondary/facility,9,0x0009,0,MB_NORMAL,0,0,0x0000
secondary/facility,10,0x000A,0,MB_NORMAL,0,0,0x0000
secondary/facility,11,0x000B,0,MB_NORMAL,0,0,0x0000
secondary/facility,12,0x000C,230,MB_BLUEPRINT,16,0,0x10E6
secondary/facility,13,0x000D,230,MB_BLUEPRINT,16,0,0x10E6
secondary/facility,14,0x000E,0,MB_NORMAL,16,0,0x1000
secondary/facility,15,0x000F,0,MB_NORMAL,16,0,0x1000
secondary/facility,16,0x0010,0,MB_NORMAL,0,0,0x0000
secondary/facility,17,0x0011,0,MB_NORMAL,0,0,0x0000
secondary/facility,18,0x0012,0,MB_NORMAL,16,0,0x1000
secondary/facility,19,0x0013,0,MB_NORMAL,16,0,0x1000
secondary/facility,20,0x0014,230,MB_BLUEPRINT,16,0,0x10E6
secondary/facility,21,0x0015,230,MB_BLUEPRINT,16,0,0x10E6
secondary/facility,22,0x0016,0,MB_NORMAL,16,0,0x1000
secondary/facility,23,0x0017,0,MB_NORMAL,16,0,0x1000
secondary/facility,24,0x0018,0,MB_NORMAL,0,0,0x0000
secondary/facility,25,0x0019,128,MB_COUNTER,16,0,0x1080
secondary/facility,26,0x001A,0,MB_NORMAL,16,0,0x1000
secondary/facility,27,0x001B,0,MB_NORMAL,16,0,0x1000
secondary/facility,28,0x001C,0,MB_NORMAL,16,0,0x1000
secondary/facility,29,0x001D,0,MB_NORMAL,16,0,0x1000
secondary/facility,30,0x001E,0,MB_NORMAL,0,0,0x0000
secondary/facility,31,0x001F,0,MB_NORMAL,0,0,0x0000
secondary/facility,32,0x0020,0,MB_NORMAL,0,0,0x0000
secondary/facility,33,0x0021,0,MB_NORMAL,16,0,0x1000
secondary/facility,34,0x0022,0,MB_NORMAL,16,0,0x1000
secondary/facility,35,0x0023,0,MB_NORMAL,16,0,0x1000
secondary/facility,36,0x0024,0,MB_NORMAL,16,0,0x1000
secondary/facility,37,0x0025,0,MB_NORMAL,16,0,0x1000
secondary/facility,38,0x0026,0,MB_NORMAL,0,0,0x0000
secondary/facility,39,0x0027,0,MB_NORMAL,16,0,0x1000
secondary/facility,40,0x0028,0,MB_NORMAL,0,0,0x0000
secondary/facility,41,0x0029,0,MB_NORMAL,0,0,0x0000
secondary/facility,42,0x002A,0,MB_NORMAL,0,0,0x0000
secondary/facility,43,0x002B,0,MB_NORMAL,16,0,0x1000
secondary/facility,44,0x002C,0,MB_NORMAL,16,0,0x1000
secondary/facility,45,0x002D,0,MB_NORMAL,16,0,0x1000
secondary/facility,46,0x002E,0,MB_NORMAL,16,0,0x1000
secondary/facility,47,0x002F,0,MB_NORMAL,16,0,0x1000
secondary/facility,48,0x0030,0,MB_NORMAL,16,0,0x1000
secondary/facility,49,0x0031,0,MB_NORMAL,16,0,0x1000
secondary/facility,50,0x0032,0,MB_NORMAL,16,0,0x1000
secondary/facility,51,0x0033,0,MB_NORMAL,16,0,0x1000
secondary/facility,52,0x0034,0,MB_NORMAL,16,0,0x1000
secondary/facility,53,0x0035,0,MB_NORMAL,16,0,0x1000
secondary/facility,54,0x0036,0,MB_NORMAL,16,0,0x1000
secondary/facility,55,0x0037,0,MB_NORMAL,16,0,0x1000
secondary/facility,56,0x0038,0,MB_NORMAL,16,0,0x1000
secondary/facility,57,0x0039,0,MB_NORMAL,16,0,0x1000
secondary/facility,58,0x003A,0,MB_NORMAL,16,0,0x1000
secondary/facility,59,0x003B,0,MB_NORMAL,16,0,0x1000
secondary/facility,60,0x003C,0,MB_NORMAL,16,0,0x1000
secondary/facility,61,0x003D,0,MB_NORMAL,16,0,0x1000
secondary/facility,62,0x003E,0,MB_NORMAL,16,0,0x1000
secondary/facility,63,0x003F,0,MB_NORMAL,0,0,0x0000
secondary/facility,64,0x0040,0,MB_NORMAL,0,0,0x0000
secondary/facility,65,0x0041,0,MB_NORMAL,0,0,0x0000
secondary/facility,66,0x0042,0,MB_NORMAL,0,0,0x0000
secondary/facility,67,0x0043,0,MB_NORMAL,16,0,0x1000
secondary/facility,68,0x0044,0,MB_NORMAL,16,0,0x1000
secondary/facility,69,0x0045,0,MB_NORMAL,16,0,0x1000
secondary/facility,70,0x0046,0,MB_NORMAL,16,0,0x1000
secondary/facility,71,0x0047,0,MB_NORMAL,16,0,0x1000
secondary/facility,72,0x0048,0,MB_NORMAL,16,0,0x1000
secondary/facility,73,0x0049,0,MB_NORMAL,16,0,0x1000
secondary/facility,74,0x004A,0,MB_NORMAL,16,0,0x1000
secondary/facility,75,0x004B,0,MB_NORMAL,16,0,0x1000
secondary/facility,76,0x004C,0,MB_NORMAL,16,0,0x1000
secondary/facility,77,0x004D,0,MB_NORMAL,16,0,0x1000
secondary/facility,78,0x004E,0,MB_NORMAL,16,0,0x1000
secondary/facility,79,0x004F,0,MB_NORMAL,16,0,0x1000
secondary/facility,80,0x0050,0,MB_NORMAL,16,0,0x1000
secondary/facility,81,0x0051,0,MB_NORMAL,16,0,0x1000
secondary/facility,82,0x0052,0,MB_NORMAL,16,0,0x1000
secondary/facility,83,0x0053,0,MB_NORMAL,16,0,0x1000
secondary/facility,84,0x0054,0,MB_NORMAL,16,0,0x1000
secondary/facility,85,0x0055,0,MB_NORMAL,16,0,0x1000
secondary/facility,86,0x0056,0,MB_NORMAL,16,0,0x1000
secondary/facility,87,0x0057,0,MB_NORMAL,16,0,0x1000
secondary/facility,88,0x0058,0,MB_NORMAL,16,0,0x1000
secondary/facility,89,0x0059,0,MB_NORMAL,0,0,0x0000
secondary/facility,90,0x005A,0,MB_NORMAL,16,0,0x1000
secondary/facility,91,0x005B,0,MB_NORMAL,16,0,0x1000
secondary/facility,92,0x005C,0,MB_NORMAL,16,0,0x1000
secondary/facility,93,0x005D,0,MB_NORMAL,16,0,0x1000
secondary/facility,94,0x005E,0,MB_NORMAL,16,0,0x1000
secondary/facility,95,0x005F,0,MB_NORMAL,0,0,0x0000
secondary/facility,96,0x0060,0,MB_NORMAL,16,0,0x1000
secondary/facility,97,0x0061,0,MB_NORMAL,16,0,0x1000
secondary/facility,98,0x0062,0,MB_NORMAL,16,0,0x1000
secondary/facility,99,0x0063,0,MB_NORMAL,16,0,0x1000
secondary/facility,100,0x0064,0,MB_NORMAL,16,0,0x1000
secondary/facility,101,0x0065,0,MB_NORMAL,16,0,0x1000
secondary/facility,102,0x0066,0,MB_NORMAL,16,0,0x1000
secondary/facility,103,0x0067,109,MB_WATER_SOUTH_ARROW_WARP,16,0,0x106D
secondary/facility,104,0x0068,0,MB_NORMAL,16,0,0x1000
secondary/facility,105,0x0069,0,MB_NORMAL,16,0,0x1000
secondary/facility,106,0x006A,0,MB_NORMAL,16,0,0x1000
secondary/facility,107,0x006B,0,MB_NORMAL,16,0,0x1000
secondary/facility,108,0x006C,0,MB_NORMAL,16,0,0x1000
secondary/facility,109,0x006D,0,MB_NORMAL,16,0,0x1000
secondary/facility,110,0x006E,0,MB_NORMAL,16,0,0x1000
secondary/facility,111,0x006F,0,MB_NORMAL,16,0,0x1000
secondary/facility,112,0x0070,0,MB_NORMAL,16,0,0x1000
secondary/facility,113,0x0071,0,MB_NORMAL,16,0,0x1000
secondary/facility,114,0x0072,0,MB_NORMAL,16,0,0x1000
secondary/facility,115,0x0073,0,MB_NORMAL,16,0,0x1000
secondary/facility,116,0x0074,0,MB_NORMAL,16,0,0x1000
secondary/facility,117,0x0075,0,MB_NORMAL,16,0,0x1000
secondary/facility,118,0x0076,0,MB_NORMAL,16,0,0x1000
secondary/facility,119,0x0077,0,MB_NORMAL,16,0,0x1000
secondary/facility,120,0x0078,0,MB_NORMAL,16,0,0x1000
secondary/facility,121,0x0079,0,MB_NORMAL,16,0,0x1000
secondary/facility,122,0x007A,0,MB_NORMAL,16,0,0x1000
secondary/facility,123,0x007B,0,MB_NORMAL,16,0,0x1000
secondary/facility,124,0x007C,0,MB_NORMAL,16,0,0x1000
secondary/facility,125,0x007D,0,MB_NORMAL,16,0,0x1000
secondary/facility,126,0x007E,0,MB_NORMAL,16,0,0x1000
secondary/facility,127,0x007F,0,MB_NORMAL,16,0,0x1000
secondary/facility,128,0x0080,0,MB_NORMAL,16,0,0x1000
secondary/facility,129,0x0081,0,MB_NORMAL,16,0,0x1000
secondary/facility,130,0x0082,0,MB_NORMAL,0,0,0x0000
secondary/facility,131,0x0083,0,MB_NORMAL,0,0,0x0000
secondary/facility,132,0x0084,228,MB_TRASH_CAN,16,0,0x10E4
secondary/facility,133,0x0085,0,MB_NORMAL,16,0,0x1000
secondary/facility,134,0x0086,0,MB_NORMAL,16,0,0x1000
secondary/facility,135,0x0087,0,MB_NORMAL,16,0,0x1000
secondary/facility,136,0x0088,0,MB_NORMAL,16,0,0x1000
secondary/facility,137,0x0089,0,MB_NORMAL,16,0,0x1000
secondary/facility,138,0x008A,0,MB_NORMAL,0,0,0x0000
secondary/facility,139,0x008B,0,MB_NORMAL,0,0,0x0000
secondary/facility,140,0x008C,0,MB_NORMAL,0,0,0x0000
secondary/facility,141,0x008D,0,MB_NORMAL,16,0,0x1000
secondary/facility,142,0x008E,0,MB_NORMAL,16,0,0x1000
secondary/facility,143,0x008F,0,MB_NORMAL,16,0,0x1000
secondary/facility,144,0x0090,0,MB_NORMAL,16,0,0x1000
secondary/facility,145,0x0091,0,MB_NORMAL,16,0,0x1000
secondary/facility,146,0x0092,0,MB_NORMAL,16,0,0x1000
secondary/facility,147,0x0093,0,MB_NORMAL,16,0,0x1000
secondary/facility,148,0x0094,0,MB_NORMAL,16,0,0x1000
secondary/facility,149,0x0095,0,MB_NORMAL,16,0,0x1000
secondary/facility,150,0x0096,0,MB_NORMAL,16,0,0x1000
secondary/facility,151,0x0097,0,MB_NORMAL,16,0,0x1000
secondary/facility,152,0x0098,0,MB_NORMAL,0,0,0x0000
secondary/facility,153,0x0099,0,MB_NORMAL,0,0,0x0000
secondary/facility,154,0x009A,101,MB_SOUTH_ARROW_WARP,0,0,0x0065
secondary/facility,155,0x009B,110,MB_DEEP_SOUTH_WARP,0,0,0x006E
secondary/facility,156,0x009C,110,MB_DEEP_SOUTH_WARP,0,0,0x006E
secondary/facility,157,0x009D,0,MB_NORMAL,0,0,0x0000
secondary/facility,158,0x009E,0,MB_NORMAL,16,0,0x1000
secondary/facility,159,0x009F,0,MB_NORMAL,16,0,0x1000
secondary/facility,160,0x00A0,0,MB_NORMAL,0,0,0x0000
secondary/facility,161,0x00A1,0,MB_NORMAL,0,0,0x0000
secondary/facility,162,0x00A2,0,MB_NORMAL,16,0,0x1000
secondary/facility,163,0x00A3,0,MB_NORMAL,16,0,0x1000
secondary/facility,164,0x00A4,0,MB_NORMAL,16,0,0x1000
secondary/facility,165,0x00A5,0,MB_NORMAL,0,0,0x0000
